"","place","room_type","price","neighbourhood_cleansed","minimum_nights"
"459","Antwerp","Entire home/apt",266,"Zuid",1
"460","Antwerp","Entire home/apt",217,"Stadspark",1
"461","Antwerp","Private room",214,"Harmonie",2
"462","Antwerp","Entire home/apt",289,"Eilandje",7
"463","Antwerp","Entire home/apt",281,"Zuid",2
"464","Antwerp","Entire home/apt",41,"Donk",30
"465","Antwerp","Private room",214,"Universiteitsbuurt",2
"466","Antwerp","Private room",106,"Harmonie",1
"467","Antwerp","Entire home/apt",249,"Kiel",50
"468","Antwerp","Entire home/apt",151,"Zuid",14
"469","Antwerp","Private room",214,"Valaar",1
"470","Antwerp","Entire home/apt",266,"Nieuwdreef",1
"471","Antwerp","Entire home/apt",266,"Stadspark",2
"472","Antwerp","Entire home/apt",275,"Borgerhout Intra Muros Noord",5
"473","Antwerp","Entire home/apt",273,"Stuivenberg",1100
"474","Antwerp","Entire home/apt",264,"Tentoonstellingswijk",2
"475","Antwerp","Private room",243,"Historisch Centrum",2
"476","Antwerp","Entire home/apt",256,"Historisch Centrum",2
"477","Antwerp","Private room",243,"Harmonie",1
"478","Antwerp","Entire home/apt",14,"Borgerhout Intra Muros Noord",1
"479","Antwerp","Entire home/apt",240,"Historisch Centrum",1
"480","Antwerp","Entire home/apt",14,"Borgerhout Intra Muros Noord",1
"481","Antwerp","Entire home/apt",225,"Amandus - Atheneum",2
"482","Antwerp","Entire home/apt",77,"Borgerhout Intra Muros Noord",2
"483","Antwerp","Entire home/apt",225,"Historisch Centrum",1
"484","Antwerp","Entire home/apt",241,"Borgerhout Intra Muros Noord",20
"485","Antwerp","Entire home/apt",234,"Deurne Zuid West",2
"486","Antwerp","Private room",178,"Oud - Berchem",1
"487","Antwerp","Entire home/apt",225,"Borgerhout Intra Muros Noord",5
"488","Antwerp","Entire home/apt",217,"Markgrave",3
"489","Antwerp","Private room",214,"Theaterbuurt-Meir",2
"490","Antwerp","Private room",182,"Oud - Berchem",2
"491","Antwerp","Private room",106,"Oud - Berchem",1
"492","Antwerp","Entire home/apt",230,"Historisch Centrum",2
"493","Antwerp","Entire home/apt",266,"Deurne Zuid West",2
"494","Antwerp","Private room",72,"Brederode",6
"495","Antwerp","Entire home/apt",249,"Eilandje",2
"496","Antwerp","Private room",281,"Theaterbuurt-Meir",1
"497","Antwerp","Private room",209,"Borgerhout Intra Muros Zuid",2
"498","Antwerp","Entire home/apt",44,"Brederode",1
"499","Antwerp","Private room",214,"Sint-Andries",1
"500","Antwerp","Entire home/apt",66,"Zuid",1
"501","Antwerp","Entire home/apt",219,"Stuivenberg",1
"502","Antwerp","Entire home/apt",30,"Borgerhout Intra Muros Zuid",20
"503","Antwerp","Entire home/apt",253,"Harmonie",1
"504","Antwerp","Entire home/apt",214,"Historisch Centrum",2
"505","Antwerp","Entire home/apt",225,"Borgerhout Extra Muros",6
"506","Antwerp","Entire home/apt",289,"Historisch Centrum",1
"507","Antwerp","Entire home/apt",249,"Haringrode",2
"508","Antwerp","Entire home/apt",241,"Universiteitsbuurt",2
"509","Antwerp","Private room",225,"Universiteitsbuurt",1
"510","Antwerp","Entire home/apt",34,"Zurenborg",1
"511","Antwerp","Entire home/apt",223,"Deurne Dorp - Gallifort",1
"512","Antwerp","Entire home/apt",277,"Zuid",2
"513","Antwerp","Entire home/apt",243,"Oud - Berchem",14
"514","Antwerp","Entire home/apt",241,"Centraal Station",19
"515","Antwerp","Entire home/apt",221,"Brederode",1
"516","Antwerp","Entire home/apt",243,"Amandus - Atheneum",3
"517","Antwerp","Entire home/apt",139,"Markgrave",1
"518","Antwerp","Shared room",106,"Stuivenberg",1
"519","Antwerp","Entire home/apt",14,"Stuivenberg",2
"520","Antwerp","Entire home/apt",241,"Borgerhout Extra Muros",2
"521","Antwerp","Entire home/apt",225,"Valaar",2
"522","Antwerp","Entire home/apt",266,"Historisch Centrum",2
"523","Antwerp","Entire home/apt",249,"Sint-Andries",60
"524","Antwerp","Entire home/apt",225,"Theaterbuurt-Meir",2
"525","Antwerp","Private room",178,"Deurne Zuid West",2
"526","Antwerp","Entire home/apt",266,"Markgrave",1
"527","Antwerp","Entire home/apt",234,"Sint-Andries",2
"528","Antwerp","Private room",214,"Amandus - Atheneum",1
"529","Antwerp","Entire home/apt",225,"Amandus - Atheneum",1
"530","Antwerp","Entire home/apt",33,"Borgerhout Intra Muros Noord",2
"531","Antwerp","Entire home/apt",139,"Zuid",2
"532","Antwerp","Entire home/apt",30,"Theaterbuurt-Meir",1
"533","Antwerp","Entire home/apt",234,"Amandus - Atheneum",2
"534","Antwerp","Entire home/apt",299,"Theaterbuurt-Meir",1
"535","Antwerp","Entire home/apt",36,"Theaterbuurt-Meir",19
"536","Antwerp","Entire home/apt",165,"Stadspark",2
"537","Antwerp","Private room",138,"Wilrijk Centrum",4
"538","Antwerp","Private room",263,"Borgerhout Intra Muros Noord",1
"539","Antwerp","Entire home/apt",207,"Stuivenberg",4
"540","Antwerp","Private room",65,"Amandus - Atheneum",1
"541","Antwerp","Entire home/apt",121,"Historisch Centrum",1
"542","Antwerp","Entire home/apt",75,"Theaterbuurt-Meir",2
"543","Antwerp","Private room",243,"Amandus - Atheneum",2
"544","Antwerp","Private room",214,"Oud - Merksem",2
"545","Antwerp","Private room",286,"Zuid",1
"546","Antwerp","Private room",209,"Markgrave",2
"547","Antwerp","Entire home/apt",167,"Oosterveld - Elsdonk",5
"548","Antwerp","Entire home/apt",230,"Borgerhout Intra Muros Noord",2
"549","Antwerp","Entire home/apt",243,"Amandus - Atheneum",2
"550","Antwerp","Entire home/apt",36,"Universiteitsbuurt",1
"551","Antwerp","Entire home/apt",289,"Borgerhout Intra Muros Noord",3
"552","Antwerp","Entire home/apt",203,"Oud - Berchem",1
"553","Antwerp","Private room",46,"Hoboken - Noord",2
"554","Antwerp","Private room",182,"Hoboken - Noord",2
"555","Antwerp","Entire home/apt",228,"Markgrave",1
"556","Antwerp","Entire home/apt",217,"Merksem - Heide",5
"557","Antwerp","Private room",196,"Stadspark",2
"558","Antwerp","Entire home/apt",289,"Stadspark",1
"559","Antwerp","Entire home/apt",249,"Zuid",2
"560","Antwerp","Entire home/apt",14,"Stuivenberg",2
"561","Antwerp","Private room",281,"Hoboken - Centrum",1
"562","Antwerp","Entire home/apt",249,"Oud - Berchem",2
"563","Antwerp","Entire home/apt",69,"Sint-Andries",1
"564","Antwerp","Entire home/apt",41,"Sint-Andries",1
"565","Antwerp","Private room",69,"Sint-Andries",1
"566","Antwerp","Entire home/apt",243,"Oud - Berchem",1
"567","Antwerp","Entire home/apt",247,"Borgerhout Intra Muros Noord",4
"568","Antwerp","Entire home/apt",69,"Sint-Andries",1
"569","Antwerp","Entire home/apt",41,"Sint-Andries",1
"570","Antwerp","Entire home/apt",299,"Historisch Centrum",2
"571","Antwerp","Private room",196,"Haringrode",1
"572","Antwerp","Entire home/apt",249,"Eilandje",1
"573","Antwerp","Entire home/apt",219,"Universiteitsbuurt",2
"574","Antwerp","Entire home/apt",225,"Historisch Centrum",1
"575","Antwerp","Entire home/apt",14,"Eilandje",1
"576","Antwerp","Entire home/apt",243,"Amandus - Atheneum",29
"577","Antwerp","Entire home/apt",241,"Stuivenberg",7
"578","Antwerp","Entire home/apt",299,"Historisch Centrum",1
"579","Antwerp","Entire home/apt",214,"Stadspark",1
"580","Antwerp","Entire home/apt",14,"Stuivenberg",2
"581","Antwerp","Entire home/apt",203,"Dam",2
"582","Antwerp","Entire home/apt",243,"Zurenborg",3
"583","Antwerp","Entire home/apt",299,"Universiteitsbuurt",2
"584","Antwerp","Private room",203,"Eilandje",1
"585","Antwerp","Private room",234,"Deurne Zuid Oost",7
"586","Antwerp","Entire home/apt",299,"Historisch Centrum",2
"587","Antwerp","Entire home/apt",243,"Historisch Centrum",1
"588","Antwerp","Entire home/apt",266,"Zuid",2
"589","Antwerp","Entire home/apt",275,"Oud - Berchem",1
"590","Antwerp","Entire home/apt",243,"Historisch Centrum",2
"591","Antwerp","Entire home/apt",138,"Ekeren Centrum",3
"592","Antwerp","Entire home/apt",234,"Historisch Centrum",1
"593","Antwerp","Entire home/apt",223,"Universiteitsbuurt",1
"594","Antwerp","Entire home/apt",66,"Universiteitsbuurt",2
"595","Antwerp","Entire home/apt",241,"Historisch Centrum",1
"596","Antwerp","Private room",256,"Hoboken - Centrum",6
"597","Antwerp","Entire home/apt",25,"Zuid",2
"598","Antwerp","Entire home/apt",266,"Stadspark",2
"599","Antwerp","Entire home/apt",241,"Universiteitsbuurt",1
"600","Antwerp","Entire home/apt",237,"Eilandje",21
"601","Antwerp","Entire home/apt",23,"Sint-Andries",1
"602","Antwerp","Private room",144,"Borgerhout Intra Muros Zuid",2
"603","Antwerp","Entire home/apt",14,"Zuid",3
"604","Antwerp","Entire home/apt",234,"Nieuw - Kwartier Oost",2
"605","Antwerp","Private room",295,"Borgerhout Intra Muros Noord",2
"606","Antwerp","Entire home/apt",281,"Valaar",3
"607","Antwerp","Entire home/apt",249,"Centraal Station",2
"608","Antwerp","Entire home/apt",56,"Universiteitsbuurt",1
"609","Antwerp","Private room",64,"Theaterbuurt-Meir",1
"610","Antwerp","Entire home/apt",266,"Amandus - Atheneum",3
"611","Antwerp","Entire home/apt",240,"Stadspark",5
"612","Antwerp","Entire home/apt",36,"Harmonie",1
"613","Antwerp","Entire home/apt",259,"Donk",2
"614","Antwerp","Entire home/apt",219,"Deurne Zuid West",2
"615","Antwerp","Entire home/apt",243,"Oud - Merksem",2
"616","Antwerp","Entire home/apt",289,"Linkeroever",3
"617","Antwerp","Private room",65,"Theaterbuurt-Meir",1
"618","Antwerp","Entire home/apt",27,"Stadspark",2
"619","Antwerp","Entire home/apt",241,"Eilandje",2
"620","Antwerp","Entire home/apt",67,"Universiteitsbuurt",1
"621","Antwerp","Entire home/apt",90,"Sint-Andries",4
"622","Antwerp","Entire home/apt",234,"Amandus - Atheneum",2
"623","Antwerp","Entire home/apt",256,"Amandus - Atheneum",3
"624","Antwerp","Entire home/apt",66,"Borgerhout Extra Muros",7
"625","Antwerp","Private room",228,"Brederode",1
"626","Antwerp","Entire home/apt",249,"Zuid",2
"627","Antwerp","Entire home/apt",138,"Nieuw - Kwartier West",365
"628","Antwerp","Private room",249,"Zuid",1
"629","Antwerp","Private room",182,"Harmonie",2
"630","Antwerp","Entire home/apt",135,"Sint-Andries",2
"631","Antwerp","Entire home/apt",85,"Brederode",2
"632","Antwerp","Private room",182,"Brederode",4
"633","Antwerp","Entire home/apt",50,"Historisch Centrum",2
"634","Antwerp","Entire home/apt",44,"Brederode",1
"635","Antwerp","Entire home/apt",66,"Eilandje",2
"636","Antwerp","Entire home/apt",294,"Historisch Centrum",2
"637","Antwerp","Entire home/apt",182,"Zuid",3
"638","Antwerp","Entire home/apt",94,"Historisch Centrum",1
"639","Antwerp","Entire home/apt",281,"Borgerhout Intra Muros Zuid",2
"640","Antwerp","Entire home/apt",241,"Stuivenberg",7
"641","Antwerp","Entire home/apt",66,"Theaterbuurt-Meir",4
"642","Antwerp","Entire home/apt",230,"Stuivenberg",2
"643","Antwerp","Entire home/apt",223,"Theaterbuurt-Meir",2
"644","Antwerp","Entire home/apt",227,"Brederode",4
"645","Antwerp","Entire home/apt",234,"Borgerhout Intra Muros Noord",1
"646","Antwerp","Entire home/apt",281,"Groenenhoek",2
"647","Antwerp","Entire home/apt",214,"Borgerhout Intra Muros Zuid",2
"648","Antwerp","Private room",162,"Eilandje",30
"649","Antwerp","Private room",188,"Universiteitsbuurt",2
"650","Antwerp","Private room",243,"Groenenhoek",1
"651","Antwerp","Entire home/apt",43,"Zuid",2
"652","Antwerp","Entire home/apt",19,"Amandus - Atheneum",2
"653","Antwerp","Entire home/apt",281,"Historisch Centrum",1
"654","Antwerp","Private room",162,"Groenenhoek",2
"655","Antwerp","Entire home/apt",295,"Borgerhout Intra Muros Zuid",4
"656","Antwerp","Entire home/apt",212,"Eilandje",2
"657","Antwerp","Entire home/apt",289,"Zuid",4
"658","Antwerp","Entire home/apt",205,"Deurne Dorp - Gallifort",2
"659","Antwerp","Entire home/apt",25,"Theaterbuurt-Meir",2
"660","Antwerp","Entire home/apt",183,"Historisch Centrum",2
"661","Antwerp","Private room",225,"Rivierenhof",1
"662","Antwerp","Entire home/apt",232,"Universiteitsbuurt",1
"663","Antwerp","Entire home/apt",277,"Zuid",4
"664","Antwerp","Entire home/apt",99,"Nieuw - Zuid",21
"665","Antwerp","Entire home/apt",214,"Amandus - Atheneum",1
"666","Antwerp","Shared room",98,"Markgrave",1
"667","Antwerp","Entire home/apt",249,"Borgerhout Extra Muros",1
"668","Antwerp","Entire home/apt",259,"Borgerhout Intra Muros Zuid",2
"669","Antwerp","Entire home/apt",266,"Eilandje",1
"670","Antwerp","Private room",225,"Universiteitsbuurt",4
"671","Antwerp","Entire home/apt",25,"Deurne Dorp - Gallifort",1
"672","Antwerp","Entire home/apt",214,"Deurne Oost",3
"673","Antwerp","Private room",172,"Stadspark",1
"674","Antwerp","Entire home/apt",50,"Harmonie",2
"675","Antwerp","Entire home/apt",214,"Zuid",3
"676","Antwerp","Entire home/apt",243,"Universiteitsbuurt",3
"677","Antwerp","Entire home/apt",183,"Zuid",4
"678","Antwerp","Entire home/apt",264,"Centraal Station",2
"679","Antwerp","Entire home/apt",266,"Amandus - Atheneum",2
"680","Antwerp","Private room",182,"Zuid",1
"681","Antwerp","Entire home/apt",82,"Universiteitsbuurt",2
"682","Antwerp","Entire home/apt",275,"Theaterbuurt-Meir",2
"683","Antwerp","Entire home/apt",27,"Stadspark",2
"684","Antwerp","Private room",209,"Brederode",1
"685","Antwerp","Entire home/apt",275,"Brederode",1
"686","Antwerp","Entire home/apt",188,"Stuivenberg",2
"687","Antwerp","Entire home/apt",266,"Zurenborg",7
"688","Antwerp","Entire home/apt",278,"Wilrijk Centrum",7
"689","Antwerp","Entire home/apt",240,"Historisch Centrum",2
"690","Antwerp","Entire home/apt",214,"Theaterbuurt-Meir",2
"691","Antwerp","Entire home/apt",281,"Historisch Centrum",1
"692","Antwerp","Entire home/apt",214,"Oud - Berchem",2
"693","Antwerp","Entire home/apt",299,"Haringrode",1
"694","Antwerp","Entire home/apt",275,"Nieuw - Zuid",2
"695","Antwerp","Entire home/apt",243,"Historisch Centrum",21
"696","Antwerp","Private room",209,"Haringrode",1
"697","Antwerp","Entire home/apt",1,"Eilandje",2
"698","Antwerp","Entire home/apt",243,"Zuid",2
"699","Antwerp","Entire home/apt",241,"Stadspark",4
"700","Antwerp","Private room",228,"Hoboken - Centrum",2
"701","Antwerp","Entire home/apt",6,"Stadspark",1
"702","Antwerp","Entire home/apt",275,"Borgerhout Intra Muros Noord",2
"703","Antwerp","Entire home/apt",275,"Linkeroever",3
"704","Antwerp","Entire home/apt",289,"Sint-Andries",2
"705","Antwerp","Entire home/apt",234,"Theaterbuurt-Meir",21
"706","Antwerp","Entire home/apt",259,"Amandus - Atheneum",1
"707","Antwerp","Entire home/apt",90,"Zuid",4
"708","Antwerp","Entire home/apt",266,"Borgerhout Intra Muros Noord",2
"709","Antwerp","Entire home/apt",295,"Historisch Centrum",2
"710","Antwerp","Entire home/apt",289,"Harmonie",2
"711","Antwerp","Entire home/apt",214,"Brederode",5
"712","Antwerp","Private room",167,"Brederode",3
"713","Antwerp","Entire home/apt",30,"Zuid",1
"714","Antwerp","Entire home/apt",36,"Groenenhoek",2
"715","Antwerp","Entire home/apt",266,"Theaterbuurt-Meir",2
"716","Antwerp","Private room",241,"Zuid",2
"717","Antwerp","Private room",138,"Markgrave",1
"718","Antwerp","Private room",162,"Markgrave",1
"719","Antwerp","Entire home/apt",232,"Eilandje",44
"720","Antwerp","Entire home/apt",66,"Amandus - Atheneum",1
"721","Antwerp","Private room",249,"Deurne Zuid West",1
"722","Antwerp","Private room",193,"Haringrode",2
"723","Antwerp","Entire home/apt",183,"Eilandje",4
"724","Antwerp","Entire home/apt",64,"Borgerhout Intra Muros Noord",2
"725","Antwerp","Private room",172,"Stuivenberg",2
"726","Antwerp","Private room",203,"Theaterbuurt-Meir",1
"727","Antwerp","Entire home/apt",289,"Zuid",3
"728","Antwerp","Entire home/apt",243,"Centraal Station",2
"729","Antwerp","Entire home/apt",253,"Centraal Station",2
"730","Antwerp","Entire home/apt",299,"Centraal Station",2
"731","Antwerp","Private room",266,"Zurenborg",1
"732","Antwerp","Entire home/apt",266,"Sint-Andries",2
"733","Antwerp","Entire home/apt",30,"Harmonie",2
"734","Antwerp","Entire home/apt",264,"Deurne Oost",2
"735","Antwerp","Entire home/apt",182,"Amandus - Atheneum",30
"736","Antwerp","Entire home/apt",45,"Oud - Merksem",2
"737","Antwerp","Private room",249,"Universiteitsbuurt",3
"738","Antwerp","Entire home/apt",297,"Historisch Centrum",2
"739","Antwerp","Private room",46,"Borgerhout Intra Muros Zuid",5
"740","Antwerp","Entire home/apt",41,"Universiteitsbuurt",1
"741","Antwerp","Entire home/apt",243,"Historisch Centrum",2
"742","Antwerp","Entire home/apt",272,"Zurenborg",1
"743","Antwerp","Entire home/apt",243,"Theaterbuurt-Meir",3
"744","Antwerp","Entire home/apt",243,"Eilandje",45
"745","Antwerp","Private room",138,"Stuivenberg",1
"746","Antwerp","Entire home/apt",203,"Theaterbuurt-Meir",2
"747","Antwerp","Entire home/apt",203,"Amandus - Atheneum",1
"748","Antwerp","Entire home/apt",266,"Historisch Centrum",4
"749","Antwerp","Entire home/apt",25,"Harmonie",2
"750","Antwerp","Entire home/apt",225,"Universiteitsbuurt",1
"751","Antwerp","Entire home/apt",275,"Historisch Centrum",2
"752","Antwerp","Private room",203,"Oud - Berchem",2
"753","Antwerp","Entire home/apt",14,"Oosterveld - Elsdonk",2
"754","Antwerp","Entire home/apt",14,"Historisch Centrum",2
"755","Antwerp","Entire home/apt",214,"Haringrode",2
"756","Antwerp","Private room",243,"Oosterveld - Elsdonk",2
"757","Antwerp","Entire home/apt",266,"Stuivenberg",2
"758","Antwerp","Private room",182,"Groenenhoek",2
"759","Antwerp","Private room",182,"Borgerhout Intra Muros Zuid",1
"760","Antwerp","Private room",162,"Dam",1
"761","Antwerp","Entire home/apt",30,"Theaterbuurt-Meir",7
"762","Antwerp","Entire home/apt",234,"Historisch Centrum",1
"763","Antwerp","Entire home/apt",249,"Historisch Centrum",1
"764","Antwerp","Entire home/apt",295,"Zuid",1
"765","Antwerp","Entire home/apt",127,"Amandus - Atheneum",2
"766","Antwerp","Entire home/apt",272,"Theaterbuurt-Meir",1125
"767","Antwerp","Private room",194,"Borgerhout Intra Muros Noord",2
"768","Antwerp","Entire home/apt",102,"Markgrave",1
"769","Antwerp","Entire home/apt",66,"Theaterbuurt-Meir",1
"770","Antwerp","Private room",182,"Hoboken - West",1
"771","Antwerp","Entire home/apt",48,"Historisch Centrum",3
"772","Antwerp","Private room",182,"Deurne Dorp - Gallifort",2
"773","Antwerp","Private room",234,"Oosterveld - Elsdonk",1
"774","Antwerp","Private room",234,"Oosterveld - Elsdonk",1
"775","Antwerp","Entire home/apt",234,"Haringrode",2
"776","Antwerp","Entire home/apt",266,"Theaterbuurt-Meir",5
"777","Antwerp","Entire home/apt",203,"Groenenhoek",4
"778","Antwerp","Entire home/apt",256,"Borgerhout Intra Muros Zuid",4
"779","Antwerp","Entire home/apt",299,"Theaterbuurt-Meir",1
"780","Antwerp","Entire home/apt",46,"Borgerhout Extra Muros",2
"781","Antwerp","Private room",232,"Historisch Centrum",1
"782","Antwerp","Entire home/apt",243,"Centraal Station",90
"783","Antwerp","Private room",182,"Kiel",4
"784","Antwerp","Entire home/apt",225,"Stuivenberg",2
"785","Antwerp","Entire home/apt",275,"Sint-Andries",1
"786","Antwerp","Entire home/apt",66,"Theaterbuurt-Meir",2
"787","Antwerp","Private room",214,"Groenenhoek",1
"788","Antwerp","Private room",219,"Brederode",1
"789","Antwerp","Private room",212,"Historisch Centrum",1
"790","Antwerp","Entire home/apt",243,"Harmonie",1
"791","Antwerp","Entire home/apt",225,"Hoogte",6
"792","Antwerp","Private room",225,"Harmonie",1
"793","Antwerp","Entire home/apt",256,"Historisch Centrum",1
"794","Antwerp","Entire home/apt",299,"Theaterbuurt-Meir",1
"795","Antwerp","Entire home/apt",54,"Theaterbuurt-Meir",1
"796","Antwerp","Entire home/apt",299,"Theaterbuurt-Meir",1
"797","Antwerp","Entire home/apt",299,"Theaterbuurt-Meir",1
"798","Antwerp","Entire home/apt",234,"Amandus - Atheneum",1
"799","Antwerp","Entire home/apt",41,"Nieuw - Zuid",2
"800","Antwerp","Entire home/apt",234,"Stadspark",1
