"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"3551",6016,20144675,"https://www.airbnb.com/rooms/20144675",143287690,"https://www.airbnb.com/users/show/143287690","Marwan","7/30/2017","Brussels, Brussels, Belgium","within an hour","100%","73%","t","https://a0.muscache.com/im/pictures/user/78a67203-db0d-49ea-b14b-8b6b382dad86.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/78a67203-db0d-49ea-b14b-8b6b382dad86.jpg?aki_policy=profile_x_medium","Bruxelles-Ville",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1020","Brussels","Bruxelles, Belgium","BE","Belgium",50.87405,4.34036,"t","Apartment","Entire home/apt",2,0.5,2,2,"Real Bed",NA,"$15.00 ","","","$0.00 ","$14.00 ",1,"$10.00 ",1,120,1,1,120,120,1,120,"t",5,6,23,23,"4/19/2020",35,4,"8/6/2017","3/20/2020",94,10,9,10,10,9,10,NA,"f","f","flexible","f","f",1,1,0,0,1.06,"Brussels"
"3552",6024,20164326,"https://www.airbnb.com/rooms/20164326",43492019,"https://www.airbnb.com/users/show/43492019","Peter","9/6/2015","Herentals, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/60bc75de-39bd-474e-8ea3-4502841ada4c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/60bc75de-39bd-474e-8ea3-4502841ada4c.jpg?aki_policy=profile_x_medium","Bruxelles-Ville",1,1,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1020","Brussels","Bruxelles, Belgium","BE","Belgium",50.87234,4.35293,"t","Loft","Entire home/apt",2,1,0,1,"Real Bed",NA,"$65.00 ","","","$250.00 ","$50.00 ",2,"$12.00 ",4,365,4,4,1125,1125,4,1125,"t",0,0,17,17,"4/19/2020",21,8,"9/28/2017","12/31/2019",100,10,10,10,10,9,9,NA,"t","f","moderate","f","f",1,1,0,0,0.67,"Brussels"
"3553",6030,20189507,"https://www.airbnb.com/rooms/20189507",8413857,"https://www.airbnb.com/users/show/8413857","Martin","8/26/2013","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/78e23af5-beba-4b5c-9ff0-c4637173ebfb.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/78e23af5-beba-4b5c-9ff0-c4637173ebfb.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone', 'reviews', 'work_email']","t","f","Bruxelles, Bruxelles, Belgium","Dansaert","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85433,4.34621,"t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",NA,"$80.00 ","","","","",1,"$0.00 ",2,14,2,2,14,14,2,14,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","flexible","f","f",1,1,0,0,NA,"Brussels"
"3554",6031,20190029,"https://www.airbnb.com/rooms/20190029",43984633,"https://www.airbnb.com/users/show/43984633","Azadeh","9/12/2015","Schaerbeek, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/43984633/profile_pic/1442042248/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/43984633/profile_pic/1442042248/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84553,4.38294,"f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",NA,"$60.00 ","","","$300.00 ","$10.00 ",4,"$10.00 ",4,60,4,4,60,60,4,60,"t",0,0,0,0,"4/19/2020",5,0,"9/29/2017","12/15/2017",100,10,9,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,0.16,"Brussels"
"3555",6032,20198702,"https://www.airbnb.com/rooms/20198702",32026052,"https://www.airbnb.com/users/show/32026052","Grzegorz","4/27/2015","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/3aa76de0-a25b-4a43-b6de-c2fc959f81d1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3aa76de0-a25b-4a43-b6de-c2fc959f81d1.jpg?aki_policy=profile_x_medium","Bruxelles-Ville",2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84396,4.39458,"t","Guest suite","Entire home/apt",1,1,0,1,"Real Bed",NA,"$39.00 ","","","","",1,"$0.00 ",5,10,5,5,10,10,5,10,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,1,0,0,NA,"Brussels"
"3556",6033,20200024,"https://www.airbnb.com/rooms/20200024",112131576,"https://www.airbnb.com/users/show/112131576","Annemie","1/18/2017","Roeselare, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/744bdd31-22fe-4474-b1a0-af8378ee6c25.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/744bdd31-22fe-4474-b1a0-af8378ee6c25.jpg?aki_policy=profile_x_medium","Beguinage-Dixmude",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85738,4.3458,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$69.00 ","","","$100.00 ","$25.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,105,"4/19/2020",108,29,"8/7/2017","1/21/2020",95,10,10,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,3.28,"Brussels"
"3557",6039,20205407,"https://www.airbnb.com/rooms/20205407",2792958,"https://www.airbnb.com/users/show/2792958","Alex","7/1/2012","Brussels, Bruxelles, Belgium","within a few hours","78%","97%","f","https://a0.muscache.com/im/pictures/user/faffb27f-0146-4f4c-8d0f-a2d79a2e9781.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/faffb27f-0146-4f4c-8d0f-a2d79a2e9781.jpg?aki_policy=profile_x_medium","Grand Place",159,159,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']","t","f","Bruxelles, Bruxelles, Belgium","Saint-Gilles","Saint-Gilles",NA,"Brussel","Bruxelles","1060","Brussels","Bruxelles, Belgium","BE","Belgium",50.83356,4.35656,"t","Serviced apartment","Entire home/apt",6,2,2,3,"Real Bed",NA,"$94.00 ","","","$0.00 ","$70.00 ",4,"$15.00 ",1,999,1,1,99,1000,1,474.1,"t",28,56,72,342,"4/19/2020",52,13,"2/11/2018","3/9/2020",86,9,9,9,9,9,9,NA,"t","f","strict_14_with_grace_period","f","f",77,77,0,0,1.95,"Brussels"
"3558",6040,20205935,"https://www.airbnb.com/rooms/20205935",2792958,"https://www.airbnb.com/users/show/2792958","Alex","7/1/2012","Brussels, Bruxelles, Belgium","within a few hours","78%","97%","f","https://a0.muscache.com/im/pictures/user/faffb27f-0146-4f4c-8d0f-a2d79a2e9781.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/faffb27f-0146-4f4c-8d0f-a2d79a2e9781.jpg?aki_policy=profile_x_medium","Grand Place",159,159,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']","t","f","Bruxelles, Bruxelles, Belgium","Saint-Gilles","Saint-Gilles",NA,"Brussel","Bruxelles","1060","Brussels","Bruxelles, Belgium","BE","Belgium",50.83414,4.35593,"t","Serviced apartment","Entire home/apt",6,2,2,3,"Real Bed",NA,"$94.00 ","","","$0.00 ","$70.00 ",4,"$15.00 ",1,999,1,1,99,1000,1,474.1,"t",30,60,84,357,"4/19/2020",63,30,"10/23/2017","2/22/2020",82,9,9,9,9,9,8,NA,"t","f","strict_14_with_grace_period","f","f",77,77,0,0,2.08,"Brussels"
"3559",6043,20210754,"https://www.airbnb.com/rooms/20210754",24721163,"https://www.airbnb.com/users/show/24721163","Francoise","12/11/2014","Hoeilaart, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/98b19801-88cb-4861-9bde-90ad49946c9e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/98b19801-88cb-4861-9bde-90ad49946c9e.jpg?aki_policy=profile_x_medium","Sablon",6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83897,4.36039,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$85.00 ","","","$0.00 ","$25.00 ",2,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",161,56,"8/29/2017","3/18/2020",96,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",6,6,0,0,5.01,"Brussels"
"3560",6044,20224591,"https://www.airbnb.com/rooms/20224591",144088127,"https://www.airbnb.com/users/show/144088127","Gaspard","8/3/2017","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/4e0ea4c7-1393-4f94-9ff5-82b512db3553.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4e0ea4c7-1393-4f94-9ff5-82b512db3553.jpg?aki_policy=profile_x_medium","Marolles",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Marolles","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83646,4.34958,"t","Apartment","Private room",2,2.5,1,1,"Real Bed",NA,"$30.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",14,0,"8/7/2017","9/7/2017",96,10,10,10,10,10,10,NA,"t","f","flexible","f","f",1,0,1,0,0.43,"Brussels"
"3561",6054,20260929,"https://www.airbnb.com/rooms/20260929",56584370,"https://www.airbnb.com/users/show/56584370","Jean","1/29/2016","Ninove, Flanders, Belgium","within an hour","90%","99%","f","https://a0.muscache.com/im/pictures/user/8cae5cb9-4afa-4563-a498-b7c5f4f3d4e6.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8cae5cb9-4afa-4563-a498-b7c5f4f3d4e6.jpg?aki_policy=profile_x_medium","Grand Place",1,1,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']","t","f","Bruxelles, Bruxelles, Belgium","Grand Place","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84604,4.3515,"t","Apartment","Entire home/apt",2,1,0,2,"Real Bed",NA,"$60.00 ","","","$170.00 ","$20.00 ",1,"$20.00 ",3,7,3,3,7,7,3,7,"t",21,42,60,143,"4/19/2020",140,51,"8/20/2017","3/15/2020",94,10,9,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,4.31,"Brussels"
"3562",6058,20273977,"https://www.airbnb.com/rooms/20273977",106872749,"https://www.airbnb.com/users/show/106872749","Martien","12/11/2016","Bruges, Flanders, Belgium","N/A","N/A","100%","t","https://a0.muscache.com/im/pictures/user/656cd6fa-999b-44d0-969a-07a69d1e3910.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/656cd6fa-999b-44d0-969a-07a69d1e3910.jpg?aki_policy=profile_x_medium","Martyrs",1,1,"['email', 'phone', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Martyrs","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85016,4.3552,"t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$85.00 ","","","$0.00 ","$30.00 ",1,"$0.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,0,0,0,"4/19/2020",36,14,"8/29/2017","1/27/2020",99,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,1.12,"Brussels"
"3563",6063,20304655,"https://www.airbnb.com/rooms/20304655",26125416,"https://www.airbnb.com/users/show/26125416","Natasha","1/14/2015","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/5773160d-34c1-4bca-bfcd-1a60d8a0716b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5773160d-34c1-4bca-bfcd-1a60d8a0716b.jpg?aki_policy=profile_x_medium","Marolles",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Marolles","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83733,4.34874,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$43.00 ","","","","",1,"$15.00 ",5,28,5,5,28,28,5,28,"t",0,0,0,0,"4/19/2020",1,0,"8/13/2017","8/13/2017",100,10,10,10,10,10,10,NA,"f","f","flexible","f","f",1,1,0,0,0.03,"Brussels"
"3564",6066,20320934,"https://www.airbnb.com/rooms/20320934",24721163,"https://www.airbnb.com/users/show/24721163","Francoise","12/11/2014","Hoeilaart, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/98b19801-88cb-4861-9bde-90ad49946c9e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/98b19801-88cb-4861-9bde-90ad49946c9e.jpg?aki_policy=profile_x_medium","Sablon",6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83901,4.36048,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$75.00 ","","","$0.00 ","$25.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",29,54,67,67,"4/19/2020",102,49,"12/30/2017","3/16/2020",96,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",6,6,0,0,3.63,"Brussels"
"3565",6070,20360218,"https://www.airbnb.com/rooms/20360218",145225916,"https://www.airbnb.com/users/show/145225916","Miguel","8/9/2017","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/2df37074-a3ab-4516-bb14-e5d8915720ae.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2df37074-a3ab-4516-bb14-e5d8915720ae.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84942,4.34704,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$40.00 ","","","$0.00 ","$0.00 ",1,"$20.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",9,0,"8/11/2017","9/16/2018",100,10,10,10,10,10,10,NA,"t","f","flexible","f","f",1,0,1,0,0.27,"Brussels"
"3566",6071,20367410,"https://www.airbnb.com/rooms/20367410",21717049,"https://www.airbnb.com/users/show/21717049","Hubert","9/24/2014","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/c052d6f8-111f-4c58-8e21-9d920c99fd3f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c052d6f8-111f-4c58-8e21-9d920c99fd3f.jpg?aki_policy=profile_x_medium","Squares",1,1,"['email', 'phone', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.847,4.39138,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$66.00 ","","","","$20.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",1,0,"9/17/2018","9/17/2018",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,0,1,0,0.05,"Brussels"
"3567",6072,20371264,"https://www.airbnb.com/rooms/20371264",105417054,"https://www.airbnb.com/users/show/105417054","Hicham","11/28/2016","Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/6b99efaf-58f3-47ba-a956-cc6c6448f045.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6b99efaf-58f3-47ba-a956-cc6c6448f045.jpg?aki_policy=profile_x_medium","Sablon",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Sablon","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84279,4.35456,"t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",NA,"$79.00 ","","","","",1,"$0.00 ",4,7,4,4,7,7,4,7,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,NA,"Brussels"
"3568",6079,20393363,"https://www.airbnb.com/rooms/20393363",132355550,"https://www.airbnb.com/users/show/132355550","A鑼俤a","5/28/2017","Brussels, Brussels, Belgium","within an hour","100%","98%","f","https://a0.muscache.com/im/pictures/user/c0ee989e-c2c3-458f-97ed-608aa526fd4a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c0ee989e-c2c3-458f-97ed-608aa526fd4a.jpg?aki_policy=profile_x_medium","Stalingrad",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Stalingrad","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84168,4.34439,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",NA,"$65.00 ","","","$200.00 ","$35.00 ",2,"$10.00 ",1,60,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",139,54,"8/21/2017","3/1/2020",87,9,9,9,9,10,8,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,4.29,"Brussels"
"3569",6087,20432565,"https://www.airbnb.com/rooms/20432565",3165266,"https://www.airbnb.com/users/show/3165266","Jeremy","8/5/2012","Brussels, Bruxelles, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/5645bddd-1e42-4c00-9bf1-bddab6d4cc56.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5645bddd-1e42-4c00-9bf1-bddab6d4cc56.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85448,4.34764,"f","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$29.00 ","","","$100.00 ","$0.00 ",1,"$9.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",11,0,"8/16/2017","5/4/2018",96,10,9,10,10,10,10,NA,"t","f","moderate","f","f",1,0,1,0,0.34,"Brussels"
"3570",6088,20454829,"https://www.airbnb.com/rooms/20454829",584152,"https://www.airbnb.com/users/show/584152","Laura","5/13/2011","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/cd73a871-d86b-404a-abff-e99aada5d20a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/cd73a871-d86b-404a-abff-e99aada5d20a.jpg?aki_policy=profile_x_medium","Squares",0,0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84975,4.38158,"t","Bed and breakfast","Private room",2,1,1,1,"Real Bed",NA,"$60.00 ","","","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,54,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","moderate","f","f",1,0,1,0,NA,"Brussels"
"3571",6095,20487812,"https://www.airbnb.com/rooms/20487812",11683229,"https://www.airbnb.com/users/show/11683229","Davide","1/27/2014","Brussels, Brussels, Belgium","within an hour","100%","95%","t","https://a0.muscache.com/im/users/11683229/profile_pic/1390824476/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/11683229/profile_pic/1390824476/original.jpg?aki_policy=profile_x_medium","Squares",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84617,4.37447,"t","Loft","Private room",1,1.5,1,1,"Real Bed",NA,"$50.00 ","","","$250.00 ","$15.00 ",1,"$19.00 ",1,1125,1,1,1125,1125,1,1125,"t",29,59,89,269,"4/19/2020",75,40,"4/23/2018","3/15/2020",99,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,0,1,0,3.09,"Brussels"
"3572",6113,20600026,"https://www.airbnb.com/rooms/20600026",19293722,"https://www.airbnb.com/users/show/19293722","Pauline Et Elliot","8/1/2014","Brussels, Brussels, Belgium","within an hour","99%","98%","f","https://a0.muscache.com/im/pictures/user/46aa19bc-e47b-4d3b-9bb5-2e37fa362458.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/46aa19bc-e47b-4d3b-9bb5-2e37fa362458.jpg?aki_policy=profile_x_medium","Louise",104,104,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","f","Bruxelles, Bruxelles, Belgium","Ixelles","Ixelles",NA,"Brussel","Bruxelles","1050","Brussels","Bruxelles, Belgium","BE","Belgium",50.81742,4.37791,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",NA,"$65.00 ","","","$150.00 ","$40.00 ",2,"$20.00 ",3,1125,3,7,1125,1125,3.4,1125,"t",29,59,89,89,"4/19/2020",62,21,"9/4/2017","3/1/2020",92,9,9,9,10,10,9,NA,"t","f","moderate","f","f",89,89,0,0,1.94,"Brussels"
"3573",6116,20610782,"https://www.airbnb.com/rooms/20610782",75847477,"https://www.airbnb.com/users/show/75847477","Alexandre","6/5/2016","Lasne, Walloon Region, Belgium","within a day","67%","83%","f","https://a0.muscache.com/im/pictures/user/b519cfef-a039-4ae0-94ee-a5ab2a7f5e32.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b519cfef-a039-4ae0-94ee-a5ab2a7f5e32.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Uccle","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.79859,4.39861,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$59.00 ","","","","$30.00 ",2,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",29,59,89,179,"4/19/2020",91,25,"9/3/2017","1/4/2020",94,10,9,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,2.84,"Brussels"
