"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"4403",8731,34477723,"https://www.airbnb.com/rooms/34477723",209072117,"https://www.airbnb.com/users/show/209072117","Mounia","8/12/2018","BE","N/A","N/A","97%","t","https://a0.muscache.com/im/pictures/user/2d005b7e-7fc4-47ce-a510-c304025e3442.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2d005b7e-7fc4-47ce-a510-c304025e3442.jpg?aki_policy=profile_x_medium","",1,1,"['phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Stalingrad","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.8448,4.34789,"f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",NA,"$70.00 ","","","","$30.00 ",2,"$10.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",70,70,"6/22/2019","2/16/2020",98,10,10,9,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,6.93,"Brussels"
"4404",8733,34485706,"https://www.airbnb.com/rooms/34485706",189504377,"https://www.airbnb.com/users/show/189504377","Amin","5/14/2018","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/3869fb7b-fa63-47a1-8f8d-809da9fa61ad.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3869fb7b-fa63-47a1-8f8d-809da9fa61ad.jpg?aki_policy=profile_x_medium","Anneessens",7,7,"['email', 'phone']","t","f","Bruxelles, Belgium","Anneessens","Bruxelles",NA,"Brussel","","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84455,4.34524,"t","Hotel","Hotel room",5,1,1,5,"Real Bed",NA,"$121.00 ","","","","",1,"$0.00 ",1,1125,1,1,14,14,1,14,"t",17,42,68,324,"4/19/2020",2,2,"10/27/2019","2/1/2020",60,8,6,9,9,10,7,NA,"t","f","moderate","f","f",7,0,0,0,0.34,"Brussels"
"4405",8734,34485777,"https://www.airbnb.com/rooms/34485777",189504377,"https://www.airbnb.com/users/show/189504377","Amin","5/14/2018","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/3869fb7b-fa63-47a1-8f8d-809da9fa61ad.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3869fb7b-fa63-47a1-8f8d-809da9fa61ad.jpg?aki_policy=profile_x_medium","Anneessens",7,7,"['email', 'phone']","t","f","Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84385,4.34472,"t","Hotel","Hotel room",3,1,1,3,"Real Bed",NA,"$80.00 ","","","","",1,"$0.00 ",1,1125,1,1,14,14,1,14,"t",30,60,90,364,"4/19/2020",5,5,"9/29/2019","2/2/2020",84,10,9,10,10,10,9,NA,"t","f","moderate","f","f",7,0,0,0,0.74,"Brussels"
"4406",8735,34485861,"https://www.airbnb.com/rooms/34485861",189504377,"https://www.airbnb.com/users/show/189504377","Amin","5/14/2018","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/3869fb7b-fa63-47a1-8f8d-809da9fa61ad.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3869fb7b-fa63-47a1-8f8d-809da9fa61ad.jpg?aki_policy=profile_x_medium","Anneessens",7,7,"['email', 'phone']","t","f","Bruxelles, Belgium","Anneessens","Bruxelles",NA,"Brussel","","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84385,4.34472,"t","Hotel","Hotel room",4,1,1,4,"Real Bed",NA,"$112.00 ","","","","",1,"$0.00 ",1,1125,1,1,14,14,1,14,"t",21,48,78,348,"4/19/2020",3,3,"9/8/2019","1/2/2020",87,9,9,9,9,8,8,NA,"t","f","moderate","f","f",7,0,0,0,0.4,"Brussels"
"4407",8737,34491462,"https://www.airbnb.com/rooms/34491462",146762361,"https://www.airbnb.com/users/show/146762361","Andre","8/19/2017","Watermael-Boitsfort, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/c01eec75-76a3-45ea-989a-270b52e0b29a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c01eec75-76a3-45ea-989a-270b52e0b29a.jpg?aki_policy=profile_x_medium","Martyrs",1,1,"['email', 'phone', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.852,4.35391,"t","Apartment","Entire home/apt",2,1,0,2,"Real Bed",NA,"$90.00 ","","","$0.00 ","$10.00 ",2,"$10.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,60,90,365,"4/19/2020",19,19,"5/10/2019","12/31/2019",91,10,9,9,9,10,9,NA,"t","f","flexible","f","f",1,1,0,0,1.65,"Brussels"
"4408",8738,34499470,"https://www.airbnb.com/rooms/34499470",24357299,"https://www.airbnb.com/users/show/24357299","Elena","12/1/2014","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/8ff98287-8079-453b-9fcf-ec53410c1176.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8ff98287-8079-453b-9fcf-ec53410c1176.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84863,4.34826,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$90.00 ","","","$100.00 ","$33.00 ",1,"$0.00 ",1,19,1,1,1125,1125,1,1125,"t",18,41,54,54,"4/19/2020",43,43,"5/10/2019","1/29/2020",94,10,10,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,3.73,"Brussels"
"4409",8742,34531768,"https://www.airbnb.com/rooms/34531768",260593375,"https://www.airbnb.com/users/show/260593375","Ahmet","5/8/2019","Brussels, Brussels, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/a38fe1c9-2ef7-4a51-9941-057d82526eba.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/a38fe1c9-2ef7-4a51-9941-057d82526eba.jpg?aki_policy=profile_x_medium","Dansaert",3,3,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Dansaert","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85106,4.34892,"t","Apartment","Private room",2,1.5,1,1,"Real Bed",NA,"$60.00 ","","","$0.00 ","$0.00 ",2,"$10.00 ",2,1125,2,2,1125,1125,2,1125,"t",28,41,41,41,"4/19/2020",61,61,"6/6/2019","3/17/2020",98,10,10,10,10,10,10,NA,"t","f","flexible","f","f",2,0,2,0,5.74,"Brussels"
"4410",8746,34536733,"https://www.airbnb.com/rooms/34536733",102877358,"https://www.airbnb.com/users/show/102877358","C鑼卍ric","11/7/2016","Bogota, Bogota, Colombia","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_x_medium","Grand Place",25,25,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussels, Brussels, Belgium","Grand Place","Bruxelles",NA,"Brussel","Brussels","1000","Brussels","Brussels, Belgium","BE","Belgium",50.84391,4.35116,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$70.00 ","","","$300.00 ","$30.00 ",2,"$10.00 ",1,1125,1,2,1125,1125,1.3,1125,"t",24,51,81,81,"4/19/2020",63,63,"5/24/2019","3/12/2020",87,9,9,10,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",23,23,0,0,5.69,"Brussels"
"4411",8749,34543348,"https://www.airbnb.com/rooms/34543348",228743584,"https://www.airbnb.com/users/show/228743584","Iqbal","12/2/2018","Brussels, Brussels, Belgium","within a few hours","80%","99%","f","https://a0.muscache.com/im/pictures/user/53d9c1ff-3396-4ea3-ad7d-da56efc250c4.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/53d9c1ff-3396-4ea3-ad7d-da56efc250c4.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1020","Brussels","Brussel, Belgium","BE","Belgium",50.88205,4.34,"t","Apartment","Entire home/apt",9,1,3,4,"Real Bed",NA,"$100.00 ","","","","$45.00 ",2,"$20.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",13,13,"5/24/2019","11/1/2019",77,8,7,8,9,9,8,NA,"t","f","moderate","f","f",2,2,0,0,1.17,"Brussels"
"4412",8751,34565558,"https://www.airbnb.com/rooms/34565558",260816386,"https://www.airbnb.com/users/show/260816386","Caroline","5/9/2019","ID","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/aff2714f-9729-4c6f-b774-a3456d11739a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/aff2714f-9729-4c6f-b774-a3456d11739a.jpg?aki_policy=profile_x_medium","Marolles",1,1,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.83847,4.34961,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$85.00 ","","","$1,000.00 ","$20.00 ",2,"$50.00 ",2,30,2,2,30,30,2,30,"t",0,0,0,0,"4/19/2020",2,2,"6/17/2019","6/24/2019",100,10,10,10,10,10,10,NA,"t","f","flexible","f","f",1,1,0,0,0.19,"Brussels"
"4413",8758,34593247,"https://www.airbnb.com/rooms/34593247",20961346,"https://www.airbnb.com/users/show/20961346","Laura","9/5/2014","Brussels, Brussels, Belgium","N/A","N/A","83%","f","https://a0.muscache.com/im/users/20961346/profile_pic/1412199165/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/20961346/profile_pic/1412199165/original.jpg?aki_policy=profile_x_medium","Dansaert",2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Dansaert","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85328,4.34339,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$38.00 ","","","$0.00 ","$10.00 ",1,"$5.00 ",3,15,3,3,15,15,3,15,"t",0,0,0,0,"4/19/2020",4,4,"6/9/2019","10/27/2019",85,9,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",2,1,1,0,0.38,"Brussels"
"4414",8766,34625910,"https://www.airbnb.com/rooms/34625910",85774409,"https://www.airbnb.com/users/show/85774409","Pearl","7/25/2016","Brussels, Brussels, Belgium","within an hour","100%","93%","f","https://a0.muscache.com/im/pictures/user/f3e2909a-8fbc-4c2a-a3be-1feb734edaad.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f3e2909a-8fbc-4c2a-a3be-1feb734edaad.jpg?aki_policy=profile_x_medium","Marolles",1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Marolles","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84063,4.34886,"t","Condominium","Entire home/apt",6,1,2,3,"Real Bed",NA,"$110.00 ","","","","$20.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",20,50,79,165,"4/19/2020",38,38,"6/2/2019","1/19/2020",83,9,9,10,9,9,9,NA,"f","f","strict_14_with_grace_period","f","f",3,2,1,0,3.53,"Brussels"
"4415",8767,34637030,"https://www.airbnb.com/rooms/34637030",22993051,"https://www.airbnb.com/users/show/22993051","Bruno","10/26/2014","Brussels, Brussels, Belgium","N/A","N/A","100%","t","https://a0.muscache.com/im/users/22993051/profile_pic/1414348237/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/22993051/profile_pic/1414348237/original.jpg?aki_policy=profile_x_medium","Squares",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Squares","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84724,4.3885,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",NA,"$50.00 ","","","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",13,13,"6/5/2019","7/31/2019",97,10,9,10,10,10,10,NA,"t","f","flexible","f","f",1,1,0,0,1.22,"Brussels"
"4416",8773,34675100,"https://www.airbnb.com/rooms/34675100",259352524,"https://www.airbnb.com/users/show/259352524","Carolina","5/2/2019","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/542b2320-f7dc-4f02-986e-2ae33a63363c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/542b2320-f7dc-4f02-986e-2ae33a63363c.jpg?aki_policy=profile_x_medium","Sablon",1,1,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Sablon","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.83944,4.35181,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$85.00 ","","","$0.00 ","$10.00 ",1,"$0.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,0,1,1,"4/19/2020",27,27,"6/9/2019","3/9/2020",94,10,10,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,2.56,"Brussels"
"4417",8775,34677342,"https://www.airbnb.com/rooms/34677342",244038659,"https://www.airbnb.com/users/show/244038659","Fabian & Sam","2/19/2019","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/7c713bc9-5b5b-43b8-b2bb-34387d0db442.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7c713bc9-5b5b-43b8-b2bb-34387d0db442.jpg?aki_policy=profile_x_medium","Martyrs",8,8,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Martyrs","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85176,4.35389,"t","Condominium","Entire home/apt",6,2,3,4,"Real Bed",NA,"$150.00 ","","","$100.00 ","$52.00 ",2,"$9.00 ",1,102,1,1,1125,1125,1,1125,"t",29,59,79,335,"4/19/2020",49,49,"6/16/2019","3/8/2020",97,10,10,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",12,12,0,0,4.76,"Brussels"
"4418",8779,34696350,"https://www.airbnb.com/rooms/34696350",12975660,"https://www.airbnb.com/users/show/12975660","Stefan","3/10/2014","Brussels, Brussels, Belgium","within an hour","100%","77%","f","https://a0.muscache.com/im/pictures/user/eee3e22c-7df9-4b8a-8301-09616352c4b0.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/eee3e22c-7df9-4b8a-8301-09616352c4b0.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Quartier Nord","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85911,4.35112,"f","Apartment","Entire home/apt",3,1,2,2,"Real Bed",NA,"$70.00 ","","","$250.00 ","$30.00 ",3,"$20.00 ",1,30,1,1,30,30,1,30,"t",30,60,90,90,"4/19/2020",9,9,"6/2/2019","12/9/2019",95,9,8,10,10,9,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.84,"Brussels"
"4419",8782,34714448,"https://www.airbnb.com/rooms/34714448",159809734,"https://www.airbnb.com/users/show/159809734","Fran鑾給is","11/23/2017","Brussels, Brussels, Belgium","within an hour","100%","98%","f","https://a0.muscache.com/im/pictures/user/8cd4122e-1e8f-40bd-bc6e-a70908dc8d86.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8cd4122e-1e8f-40bd-bc6e-a70908dc8d86.jpg?aki_policy=profile_x_medium","Martyrs",1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Martyrs","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85392,4.35747,"t","Apartment","Entire home/apt",2,1,1,0,"Real Bed",NA,"$60.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",29,42,44,93,"4/19/2020",43,43,"5/17/2019","3/7/2020",80,9,7,9,9,9,8,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,3.81,"Brussels"
"4420",8783,34717087,"https://www.airbnb.com/rooms/34717087",102752707,"https://www.airbnb.com/users/show/102752707","Amelie","11/6/2016","Hoeilaart, Flanders, Belgium","N/A","N/A","94%","t","https://a0.muscache.com/im/pictures/user/883afef1-c946-4873-a655-1cc83cde62b5.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/883afef1-c946-4873-a655-1cc83cde62b5.jpg?aki_policy=profile_x_medium","Uccle",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Uccle","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.81852,4.3699,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$75.00 ","","","$0.00 ","$20.00 ",2,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",18,48,78,353,"4/19/2020",10,10,"6/10/2019","1/3/2020",96,10,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.95,"Brussels"
"4421",8784,34732048,"https://www.airbnb.com/rooms/34732048",177913928,"https://www.airbnb.com/users/show/177913928","Agate & Max","3/11/2018","BE","within an hour","100%","97%","f","https://a0.muscache.com/im/pictures/user/18daa3ba-11d0-4cf0-ba44-68835969281c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/18daa3ba-11d0-4cf0-ba44-68835969281c.jpg?aki_policy=profile_x_medium","",14,14,"['email', 'phone']","t","f","Brussels, Brussels, Belgium","Grand Place","Bruxelles",NA,"Brussel","Brussels","1000","Brussels","Brussels, Belgium","BE","Belgium",50.84841,4.35069,"f","Apartment","Entire home/apt",6,1,2,2,"Real Bed",NA,"$138.00 ","","","$200.00 ","$50.00 ",2,"$5.00 ",1,1125,1,2,1125,1125,1.1,1125,"t",28,56,86,223,"4/19/2020",43,43,"5/20/2019","3/9/2020",85,9,8,9,9,9,8,NA,"t","f","strict_14_with_grace_period","f","f",13,13,0,0,3.84,"Brussels"
"4422",8788,34749860,"https://www.airbnb.com/rooms/34749860",177913928,"https://www.airbnb.com/users/show/177913928","Agate & Max","3/11/2018","BE","within an hour","100%","97%","f","https://a0.muscache.com/im/pictures/user/18daa3ba-11d0-4cf0-ba44-68835969281c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/18daa3ba-11d0-4cf0-ba44-68835969281c.jpg?aki_policy=profile_x_medium","",14,14,"['email', 'phone']","t","f","Brussels, Brussels, Belgium","Grand Place","Bruxelles",NA,"Brussel","Brussels","1000","Brussels","Brussels, Belgium","BE","Belgium",50.84655,4.35061,"f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",NA,"$120.00 ","","","$200.00 ","$40.00 ",2,"$5.00 ",1,1125,1,2,1125,1125,1.1,1125,"t",30,60,90,227,"4/19/2020",29,29,"5/19/2019","3/10/2020",92,9,9,10,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",13,13,0,0,2.58,"Brussels"
"4423",8793,34779943,"https://www.airbnb.com/rooms/34779943",42849782,"https://www.airbnb.com/users/show/42849782","Elana","8/29/2015","Brussels, Brussels, Belgium","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/831639e5-9625-41db-878a-3e0faf946c87.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/831639e5-9625-41db-878a-3e0faf946c87.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84654,4.34677,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$55.00 ","","","$100.00 ","$20.00 ",6,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",6,6,"7/14/2019","8/31/2019",92,10,10,10,10,10,9,NA,"f","f","moderate","f","f",1,1,0,0,0.64,"Brussels"
"4424",8796,34803666,"https://www.airbnb.com/rooms/34803666",262399220,"https://www.airbnb.com/users/show/262399220","Antonin","5/17/2019","BE","within a day","100%","72%","f","https://a0.muscache.com/im/pictures/user/29bbc220-f0ea-43a6-81ae-a79e29ca1b83.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/29bbc220-f0ea-43a6-81ae-a79e29ca1b83.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85114,4.34038,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",NA,"$70.00 ","","","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,230,"4/19/2020",9,9,"6/16/2019","9/29/2019",91,10,8,10,10,10,9,NA,"f","f","flexible","f","f",1,1,0,0,0.87,"Brussels"
"4425",8801,34829761,"https://www.airbnb.com/rooms/34829761",262573759,"https://www.airbnb.com/users/show/262573759","Jose","5/18/2019","Brussels, Brussels, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/97879a2f-5c9a-448d-833b-a27a1ad121f0.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/97879a2f-5c9a-448d-833b-a27a1ad121f0.jpg?aki_policy=profile_x_medium","Martyrs",1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Martyrs","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85093,4.35968,"t","Apartment","Entire home/apt",4,1,0,4,"Real Bed",NA,"$80.00 ","","","$0.00 ","$0.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,48,63,326,"4/19/2020",143,143,"5/26/2019","3/17/2020",97,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,13,"Brussels"
"4426",8805,34834526,"https://www.airbnb.com/rooms/34834526",262586549,"https://www.airbnb.com/users/show/262586549","Fran鑾給is","5/18/2019","Paris, 鑴le-de-France, France","within an hour","100%","99%","t","https://a0.muscache.com/im/pictures/user/330d5ddf-9ee7-44f2-b6af-eaec7a5094e4.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/330d5ddf-9ee7-44f2-b6af-eaec7a5094e4.jpg?aki_policy=profile_x_medium","Marolles",2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Marolles","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.83582,4.34344,"t","Loft","Entire home/apt",4,1,1,2,"Real Bed",NA,"$90.00 ","","","","",2,"$10.00 ",2,180,2,2,1125,1125,2,1125,"t",26,39,58,142,"4/19/2020",78,78,"5/25/2019","3/15/2020",98,10,10,9,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,7.07,"Brussels"
"4427",8813,34888022,"https://www.airbnb.com/rooms/34888022",194644272,"https://www.airbnb.com/users/show/194644272","Dave","6/10/2018","BE","within an hour","100%","99%","t","https://a0.muscache.com/im/pictures/user/ee4e4df2-2966-4d36-a6d6-ba1bd50996c2.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ee4e4df2-2966-4d36-a6d6-ba1bd50996c2.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Grand Place","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84797,4.35495,"f","Apartment","Entire home/apt",2,1,0,2,"Real Bed",NA,"$90.00 ","","","","$30.00 ",1,"$10.00 ",1,1125,1,80,1125,1125,23.5,1125,"t",0,0,0,0,"4/19/2020",41,41,"5/26/2019","3/24/2020",100,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,3.73,"Brussels"
